Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
68266514,moneygram,NIB - TAMERAT AGAT BLDG.,,ADDIS ABABA,,,ET,118963634,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70562280,moneygram,NIB INTERNATIONAL BANK - BOLE BRASE,,ADDIS ABABA,,,ET,2515503288,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70562413,moneygram,NIB INTERNATIONAL BANK - WUHA LIMAT,,WELKITIE,,,ET,2518868969,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70562426,moneygram,NIB INTERNATIONAL BANK - 4 KILLO,,ADDIS ABABA,,,ET,2515503288,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70562497,moneygram,NIB INTERNATIONAL BANK - YEKAKE WORDWET,,ADDIS ABABA,,,ET,2515503288,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70562484,moneygram,NIB INTERNATIONAL BANK - MEHAL SUMMIT,,ADDIS ABABA,,,ET,2515503288,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70562510,moneygram,NIB INTERNATIONAL BANK - BOLE 24,,ADDIS ABABA,,,ET,2515504349,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70562455,moneygram,NIB INTERNATIONAL BANK - KARA KORE,,ADDIS ABABA,,,ET,2515504349,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70562439,moneygram,NIB INTERNATIONAL BANK - GUBRYE,,ADDIS ABABA,,,ET,2515503288,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70616877,moneygram,NIB INTERNATIONAL BANK - SULULTA,,ADDIS ABABA,,,ET,2511617487,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70617038,moneygram,NIB INTERNATIONAL BANK - SHONE,,ADDIS ABABA,,,ET,2515504349,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70617041,moneygram,NIB INTERNATIONAL BANK - HALABA KULITO,,ADDIS ABABA,,,ET,2515561555,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70616880,moneygram,NIB INTERNATIONAL BANK - ADDISU MICHAEL,,ADDIS ABABA,,,ET,2512736973,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70683266,moneygram,NIB INTERNATIONAL BANK - LIDETA,,ADDIS ABABA,,,ET,2515504349,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70683279,moneygram,NIB INTERNATIONAL BANK - BEKLOBET,,ADDIS ABABA,,,ET,2514703983,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70683282,moneygram,NIB INTERNATIONAL BANK - YERERGORU,,ADDIS ABABA,,,ET,2516677836,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70685015,moneygram,NIB INTERNATIONAL BANK - GERJI,,ADDIS ABABA,,,ET,2515504349,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70685028,moneygram,NIB INTERNATIONAL BANK - JEMMO,,ADDIS ABABA,,,ET,2515504349,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70760286,moneygram,NIB INTERNATIONAL BANK - BOLE SHALLA,,ADDIS ABABA,,,ET,2516358126,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70760325,moneygram,NIB INTERNATIONAL BANK - WORETA,,WORETA,,,ET,2514461531,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70760312,moneygram,NIB INTERNATIONAL BANK - LAKOMELZA,,DESSIE,,,ET,2513128269,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70760338,moneygram,NIB INTERNATIONAL BANK - MESKEL FLOWER,,ADDIS ABABA,,,ET,2514700735,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70760558,moneygram,NIB INTERNATIONAL BANK - DANGILA,,DANGILA,,,ET,2512212042,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70760707,moneygram,NIB INTERNATIONAL BANK - DEBREMARKOS,,DEBRE MARK'OS,,,ET,2511783088,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70761191,moneygram,NIB INTERNATIONAL BANK - BOLE ATLAS,,ADDIS ABABA,,,ET,2516892049,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70761227,moneygram,NIB INTERNATIONAL BANK - KOMBOLCHA,,KOMBOLCHA,,,ET,2513517526,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70761243,moneygram,NIB INTERNATIONAL BANK - SHINSHICHO,,SHINSHICHO,,,ET,2513390670,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70760561,moneygram,NIB INTERNATIONAL BANK - YIRGA ALEM,,YIRGALEM,,,ET,2512251996,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70760299,moneygram,NIB INTERNATIONAL BANK - AYITEYEF,,DESSIE,,,ET,2513122456,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
70761230,moneygram,NIB INTERNATIONAL BANK - FERENSAY LEGASI,,ADDIS ABABA,,,ET,2511548579,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
71108818,moneygram,NIB INTERNATIONAL BANK - DARGE,,DARGE,,,ET,+251 11 550 4349,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
71108847,moneygram,NIB INTERNATIONAL BANK - ENGLIZ EMBASSY,,ADDIS ABABA,,,ET,116687293,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
71108834,moneygram,NIB INTERNATIONAL BANK - ARADAGIORGIS,,ADDIS ABABA,,,ET,+251 11 126 7802,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
71108821,moneygram,NIB INTERNATIONAL BANK - DOYOGENA,,DOYOGENA,,,ET,462440413,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
40990879,moneygram,NIB - ADARASH,,ADDIS ABABA,,,ET,251176535153,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
40990866,moneygram,NIB - IDB,,ADDIS ABABA,,,ET,1524086,,Mo-Su 08:00-17:00,MoneyGram,Q1944412
65326428,moneygram,NIB - URALE,,ADDIS ABABA,,,ET,+251 11 552 8340,,Mo-Su 08:00-17:00,MoneyGram,Q1944412
65670352,moneygram,NIB - TANA,,ADDIS ABABA,,,ET,765351,,Mo-Su 08:00-17:00,MoneyGram,Q1944412
65670404,moneygram,NIB - ABINET,,ADDIS ABABA,,,ET,770074,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
65670459,moneygram,NIB - CATHEDRAL,,ADDIS ABABA,,,ET,569671,,Mo-Su 08:00-17:00,MoneyGram,Q1944412
65670488,moneygram,NIB - MAMO KACHA,,ADDIS ABABA,,,ET,520163,,Mo-Su 08:00-17:00,MoneyGram,Q1944412
71214595,moneygram,NIB INTERNATIONAL BANK - LEBU MUZICA SEF,,ADDIS ABABA,,,ET,114713972,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214618,moneygram,NIB INTERNATIONAL BANK - AYAT ADEBABAYE,,ADDIS ABABA,,,ET,+251 11 639 0540,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214621,moneygram,NIB INTERNATIONAL BANK - AWARE,,ADDIS ABABA,,,ET,115578278,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214605,moneygram,NIB INTERNATIONAL BANK - KOSIE,,KOSIE,,,ET,+251 11 550 4349,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214553,moneygram,NIB INTERNATIONAL BANK - SARIS ADDISU SE,,ADDIS ABABA,,,ET,114708420,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214582,moneygram,NIB INTERNATIONAL BANK - DURAME,,DURAME,,,ET,+251 46 554 1458,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214566,moneygram,NIB INTERNATIONAL BANK - GOFA GEBRIEL,,ADDIS ABABA,,,ET,114701341,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
67617782,moneygram,NIB - MERKATO,,ADDIS ABABA,,,ET,118959399,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
67601811,moneygram,NIB - HAILESELLASIE ASRESS,,ADDIS ABABA,,,ET,118963632,,Mo-Sa 08:00-17:00; Su 00:00-24:00,MoneyGram,Q1944412
67617818,moneygram,NIB - ABERA SERJA BLDG.,,SEBETA,,,ET,118963634,,Mo-Fr 08:00-17:00; Sa 08:00-16:00; Su 00:00-24:00,MoneyGram,Q1944412
67688915,moneygram,NIB - CAIRO BLDG.,,ARBA MINCH',,,ET,+251 46 881 2012,,Mo-Fr 08:00-17:00; Sa 08:00-16:00; Su 00:00-24:00,MoneyGram,Q1944412
67688973,moneygram,NIB - DESSALEGN BLDG.,,HOSSANA,,,ET,+251 46 555 0683,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
67617821,moneygram,NIB - ALEMAYEHU BLDG.,,ADDIS ABABA,,,ET,118963633,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
67809558,moneygram,NIB - ARADA,,ADAMA,,,ET,+251 22 111 8554,,Mo-Fr 08:00-17:00; Sa 08:00-16:00; Su 00:00-24:00,MoneyGram,Q1944412
67809590,moneygram,NIB - TENKIR HOTEL,,BISHOFTU,,,ET,+251 11 433 0554,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
,visa,,,WALISO,,,ET,,,,,
,visa,,,DUKEM,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,NEGELE,,,ET,,,,,
,visa,,,BAHIR DAR,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ARBAMIBCH,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,ARBAMINCH,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,BAHIR DAR,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,WOLAITA SODO,,,ET,,,,,
,visa,,,BAHIRDAR,,,ET,,,,,
,visa,,,BAHIRDAR,,,ET,,,,,
,visa,,,BAHIRDAR,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,SHASHEMENE,,,ET,,,,,
,visa,,,GONDER,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,NAZRET,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,WOLKITE,,,ET,,,,,
,visa,,,WOLKITE,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,DESSIE,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,MEK'ELE,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,SHIRE,,,ET,,,,,
,visa,,,GONDER,,,ET,,,,,
,visa,,,ARBA MINCH,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,WELDIYA,,,ET,,,,,
,visa,,,DESSIE,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,JIMMA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,NAZARETH,,,ET,,,,,
,visa,,,JIMMA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ARBA MINCH,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ASELLA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,DEBRE BIRHAN,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,BISHOFTU,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,JIGJIGA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,WOLAITA SODO,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,AXUM,,,ET,,,,,
,visa,,,SEBETA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,WOLAITA SODO,,,ET,,,,,
,visa,,,MEK'ELE,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,BISHOFTU,,,ET,,,,,
,visa,,,GUBRE,,,ET,,,,,
,visa,,,ENDIBIR,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,JIJIGA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,MEK'ELE,,,ET,,,,,
,visa,,,FINOTE SELAM,,,ET,,,,,
,visa,,,FINOTE SELAM,,,ET,,,,,
,visa,,,MIZAN TEFERI,,,ET,,,,,
,visa,,,BUTAJIRA,,,ET,,,,,
,visa,,,NAZRET,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,BISHOFTU,,,ET,,,,,
,visa,,,SULULTA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,MOJO,,,ET,,,,,
,visa,,,HAWASSA,,,ET,,,,,
,visa,,,DILLA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,MEK'ELE,,,ET,,,,,
,visa,,,DUKEM,,,ET,,,,,
,visa,,,DUKEM,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,WELEGA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ZIWAY,,,ET,,,,,
,visa,,,DESSIE,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,WOLKITE,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,BUTAJIRA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,WALISO,,,ET,,,,,
,visa,,,WOLAITA SODO,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,DUKEM,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,DIRE DAWA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,YIRGA ALEM,,,ET,,,,,
,visa,,,GONDER,,,ET,,,,,
,visa,,,MEK'ELE,,,ET,,,,,
,visa,,,KOMBOLCHA,,,ET,,,,,
,visa,,,HARAR,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
,visa,,,DIRE DAWA,,,ET,,,,,
,visa,,,HOSSANA,,,ET,,,,,
,visa,,,ADDIS ABABA,,,ET,,,,,
