Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
72168268,moneygram,BUNNA INTERNATIONAL BANK S.C - #279 - SE,,SEBETA,,,ET,25113384873,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74568594,moneygram,BUNNA BANK S.C. - #508 - MENAFESHA,,DESSIE,,,ET,+251 94 891 4348,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74568604,moneygram,BUNNA BANK S.C. - #509 - SANJA,,TACHARMACHIHO,,,ET,+251 96 533 1644,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74568617,moneygram,BUNNA BANK S.C. - #510 - ZIGEM,,ZIGEM,,,ET,+251 92 353 0341,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74568620,moneygram,BUNNA BANK S.C. - #511 - KOTU GEBEYA,,ANGOLELA,,,ET,+251 91 342 5178,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74568633,moneygram,BUNNA BANK S.C. - #512 - NIGUS HAILEMELE,,DEBRE BIREHAN,,,ET,+251 91 210 1111,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74568646,moneygram,BUNNA BANK S.C. - #513 - MIDA,,MIDA MERAGNA,,,ET,+251 93 542 8679,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74566936,moneygram,BUNNA BANK S.C. - #514 - DELGI,,DELGI,,,ET,+251 91 483 7190,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74566949,moneygram,BUNNA BANK S.C. - #515 - SAGURE,,SAGURE,,,ET,+251 91 154 5549,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74566952,moneygram,BUNNA BANK S.C. - #516 - AWASH 7KILO,,AWASH,,,ET,+251 91 334 3369,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74566965,moneygram,BUNNA BANK S.C. - #517 - SHEWAREGED GEDL,,DEBRE BIREHAN,,,ET,+251 91 281 1650,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74566978,moneygram,BUNNA BANK S.C. - #518 - ARSI SIRE,,SIRE,,,ET,+251 96 806 2888,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74566981,moneygram,BUNNA BANK S.C. - #519 - JATI,,ADDIS ABABA,,,ET,+251 91 865 7729,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74566994,moneygram,BUNNA BANK S.C. - #520 - ADAMA GENDE GAR,,ADAMA,,,ET,+251 91 322 7076,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567003,moneygram,BUNNA BANK S.C. - #521 - MIDRE GENET,,BAHIR DAR,,,ET,+251 92 234 4009,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567838,moneygram,BUNNA BANK S.C. - #522 - AMBO,,AMBO,,,ET,+251 96 124 5746,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567841,moneygram,BUNNA BANK S.C. - #523 - ADAMA SEKEKELO,,ADAMA,,,ET,+251 91 165 3487,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567854,moneygram,BUNNA BANK S.C. - #524 - ZEMERO,,MENZ KEYA,,,ET,+251 91 850 4484,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567867,moneygram,BUNNA BANK S.C. - #525 - RASA,,KEWET,,,ET,+251 92 544 0364,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567870,moneygram,BUNNA BANK S.C. - #526 - MENJAR,,MENJAR SHENKORA,,,ET,+251 90 101 0150,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567883,moneygram,BUNNA BANK S.C. - #527 - AREKA,,BOLOSO SORE,,,ET,+251 91 185 1354,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567896,moneygram,BUNNA BANK S.C. - #528 - KARA KORE,,ADDIS ABABA,,,ET,+251 91 190 2011,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
74567906,moneygram,BUNNA BANK S.C. - #529 - ADAMA SILASIE,,ADDISA ABABA,,,ET,+251 92 172 7190,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70515114,moneygram,BUNNA INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,113692639,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70515127,moneygram,BUNNA INTERNATIONAL BANK S.C. - NIFASILK,,ADDIS ABABA,,,ET,114708293,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70712632,moneygram,BUNNA INTERNATIONAL BANK S.C. - ATLAS BR,,ADDIS ABABA,,,ET,251672294,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70712674,moneygram,BUNNA INTERNATIONAL BANK S.C. - GODE BRA,,GODE,,,ET,251989691,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70712645,moneygram,BUNNA INTERNATIONAL BANK S.C. - LANCHA B,,ADDIS ABABA,,,ET,251701678,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70712687,moneygram,BUNNA INTERNATIONAL BANK S.C. - URAEL BR,,ADDIS ABABA,,,ET,251578013,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70712713,moneygram,BUNNA INTERNATIONAL BANK S.C. - HANAMARI,,ADDIS ABABA,,,ET,251695200,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70782604,moneygram,BUNNA INTERNATIONAL BANK S.C. - SAFARI-S,,ADDIS ABABA,,,ET,251680060,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70783014,moneygram,BUNNA INTERNATIONAL BANK S.C. - LIDETA D,,ADDIS ABABA,,,ET,251579959,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
70783001,moneygram,BUNNA INTERNATIONAL BANK S.C. - BOLE BUL,,ADDIS ABABA,,,ET,251714026,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
67292424,moneygram,BUNNA INTERNATIONAL BANK S.C. - #104 - B,,ADDIS ABABA,,,ET,+251 11 662 2447,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67292408,moneygram,BUNNA INTERNATIONAL BANK S.C. - #102 - H,,ADDIS ABABA,,,ET,+251 11 661 3069,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67292437,moneygram,BUNNA INTERNATIONAL BANK S.C. - #108 - A,,ADDIS ABABA,,,ET,+251 11 348 6500,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67292518,moneygram,BUNNA INTERNATIONAL BANK S.C. - #115 - H,,HOSANNA,,,ET,+251 46 555 2161,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67292453,moneygram,BUNNA INTERNATIONAL BANK S.C. - #110 - A,,ADDIS ABABA,,,ET,112800748,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67292495,moneygram,BUNNA INTERNATIONAL BANK S.C. - #106 - G,,ADDIS ABABA,,,ET,+251 11 552 9010,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67292479,moneygram,BUNNA INTERNATIONAL BANK S.C. - #101 - M,,ADDIS ABABA,,,ET,+251 11 158 0861,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67292440,moneygram,BUNNA INTERNATIONAL BANK S.C. - #109 - H,,ADDIS ABABA,,,ET,+251 11 155 8224,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67547991,moneygram,BUNNA INTERNATIONAL BANK S.C. - OLYMPIA,,ADDIS ABABA,,,ET,+251 11 158 0865,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67548026,moneygram,BUNNA INTERNATIONAL BANK S.C. - GAMBELA,,GAMBELLA,,,ET,+251 47 551 3010,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
67772135,moneygram,BUNNA INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,+251 11 639 4045,,Mo-Su 08:00-19:00,MoneyGram,Q1944412
71784986,moneygram,BUNNA INTERNATIONAL BANK S.C - #268 - TE,,ADDIS ABABA,,,ET,+251 11 650 6868,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
71784999,moneygram,BUNNA INTERNATIONAL BANK S.C - #269 - GO,,HOSANNA,,,ET,461785395,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
71785040,moneygram,BUNNA INTERNATIONAL BANK S.C - #274 - KI,,ADDIS ABABA,,,ET,114704308,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
71940102,moneygram,BUNNA INTERNATIONAL BANK S.C - #276 - DE,,DEBRE TABOR,,,ET,581415407,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
71940115,moneygram,BUNNA INTERNATIONAL BANK S.C - #277 - ST,,ADDIS ABABA,,,ET,115583171,,Mo-Sa 08:00-18:30; Su 00:00-24:00,MoneyGram,Q1944412
