Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
68342564,moneygram,AWASH BANK - AGONA CINEMA,,ADDIS ABABA,,,ET,+251 11 416 8575,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
74561300,moneygram,AWASH INTERNATIONAL BANK S.C. - BERISA,,DIRE DAWA,,,ET,+251 25 111 8016,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561177,moneygram,AWASH INTERNATIONAL BANK S.C. - BETEL AL,,ADDIS ABABA,,,ET,+251 11 349 1304,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561232,moneygram,AWASH INTERNATIONAL BANK S.C. - BORE,,BORE,,,ET,+251 47 221 5347,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561274,moneygram,AWASH INTERNATIONAL BANK S.C. - DANSHA,,DANSHA,,,ET,+251 34 441 8967,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561180,moneygram,AWASH INTERNATIONAL BANK S.C. - FILI DOR,,BURAYU,,,ET,+251 11 275 8357,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561258,moneygram,AWASH INTERNATIONAL BANK S.C. - GARAMBAB,,GARAMBABO,,,ET,571170019,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561229,moneygram,AWASH INTERNATIONAL BANK S.C. - GESHA,,GESHA,,,ET,471351879,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561342,moneygram,AWASH INTERNATIONAL BANK S.C. - HADNET,,HADNET,,,ET,342759490,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561216,moneygram,AWASH INTERNATIONAL BANK S.C. - LIMU SHA,,LIMU SHAY,,,ET,+251 47 221 5347,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561339,moneygram,AWASH INTERNATIONAL BANK S.C. - MAICHEW,,MAICHEW,,,ET,+251 34 441 8967,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561326,moneygram,AWASH INTERNATIONAL BANK S.C. - MERI MES,,ADDIS ABABA,,,ET,116679757,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561203,moneygram,AWASH INTERNATIONAL BANK S.C. - MERMARSA,,DIRE DAWA,,,ET,252402009,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561287,moneygram,AWASH INTERNATIONAL BANK S.C. - MOTOLOMI,,MOTOLOMI,,,ET,+251 46 559 1000,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561261,moneygram,AWASH INTERNATIONAL BANK S.C. - MULUALEM,,BAHIRDAR,,,ET,+251 58 226 5159,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561313,moneygram,AWASH INTERNATIONAL BANK S.C. - SHEMENDE,,DIRE DAWA,,,ET,+251 25 111 8005,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74561245,moneygram,AWASH INTERNATIONAL BANK S.C. - URAGA,,HARO WACHU,,,ET,+251 46 334 1341,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70514704,moneygram,AWASH INTERNATIONAL BANK S.C. - YOSEPH,,ADDIS ABABA,,,ET,+251 33 554 1450,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70514733,moneygram,AWASH INTERNATIONAL BANK S.C. - BURAYU M,,BURAYU,,,ET,112604620,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70514911,moneygram,AWASH INTERNATIONAL BANK S.C. - DALE DEM,,DALE DEMBEL,,,ET,+251 33 111 2834,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70514717,moneygram,AWASH INTERNATIONAL BANK S.C. - KECHENE,,ADDIS ABABA,,,ET,+251 46 445 2190,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650596,moneygram,AWASH INTERNATIONAL BANK S.C. - ABERUS,,WOLKITE,,,ET,113663628,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650525,moneygram,AWASH INTERNATIONAL BANK S.C. - ABESHIGE,,DARGE,,,ET,463298351,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650583,moneygram,AWASH INTERNATIONAL BANK S.C. - AGENA,,AGENA,,,ET,461151029,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650486,moneygram,AWASH INTERNATIONAL BANK S.C. - AMANUEL,,ADDIS ABABA,,,ET,+251 22 665 1700,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650512,moneygram,AWASH INTERNATIONAL BANK S.C. - ANDABET,,ANDABETI,,,ET,+251 58 114 8068,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650619,moneygram,AWASH INTERNATIONAL BANK S.C. - BURKA KO,,ADDIS ABABA,,,ET,115822871,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650570,moneygram,AWASH INTERNATIONAL BANK S.C. - CHAFE,,ADAMA,,,ET,222110730,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650538,moneygram,AWASH INTERNATIONAL BANK S.C. - CHINA CA,,ADDIS ABABA,,,ET,113697226,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650499,moneygram,AWASH INTERNATIONAL BANK S.C. - DELGI,,DELGI,,,ET,112736007,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650606,moneygram,AWASH INTERNATIONAL BANK S.C. - FIGA,,ADDIS ABABA,,,ET,+251 11 639 1152,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650541,moneygram,AWASH INTERNATIONAL BANK S.C. - GARA DUB,,ADDIS ABABA,,,ET,113768224,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650554,moneygram,AWASH INTERNATIONAL BANK S.C. - KOMBOLCH,,KOMBOLCHA,,,ET,333516170,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650509,moneygram,AWASH INTERNATIONAL BANK S.C. - MAKSEGNI,,MAKSEGNIT,,,ET,112610237,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650473,moneygram,AWASH INTERNATIONAL BANK S.C. - RAYTU,,RAYITU,,,ET,112610237,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
74650567,moneygram,AWASH INTERNATIONAL BANK S.C. - WEREBABO,,BISTINA,,,ET,334217682,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70544266,moneygram,AWASH INTERNATIONAL BANK S.C. - SANFORD,,ADDIS ABABA,,,ET,+251 93 744 5089,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70544279,moneygram,AWASH INTERNATIONAL BANK S.C. - BOLE BUL,,ADDIS ABABA,,,ET,+251 91 138 5166,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70544282,moneygram,AWASH INTERNATIONAL BANK S.C. - YEBU,,JIMMA,,,ET,+251 47 226 0460,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70544318,moneygram,AWASH INTERNATIONAL BANK S.C. - SHINSHIC,,SHINSHICHO,,,ET,463390850,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70760134,moneygram,AWASH INTERNATIONAL BANK S.C. - WECHECHA,,WECHECHA,,,ET,2515205883,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70761023,moneygram,AWASH INTERNATIONAL BANK S.C. - GULISO,,GULISO,,,ET,2513350615,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
70761036,moneygram,AWASH INTERNATIONAL BANK S.C. - OLENCHIT,,OLENCHITI,,,ET,2512139572,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061346,moneygram,AWASH INTERNATIONAL BANK SC - SHEGGER -,,SHEGGER,,,ET,112320243,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061252,moneygram,AWASH INTERNATIONAL BANK SC - ADDIS ABAB,,ADDIS ABABA,,,ET,114552093,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061304,moneygram,AWASH INTERNATIONAL BANK SC - SHEGGER -,,SHEGGER,,,ET,113801047,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061388,moneygram,AWASH INTERNATIONAL BANK SC - HARBU - GI,,HARBU,,,ET,334121597,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061333,moneygram,AWASH INTERNATIONAL BANK SC - WOLAITA -,,WOLAITA,,,ET,461809783,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061294,moneygram,AWASH INTERNATIONAL BANK SC - ADDIS ABAB,,ADDIS ABABA,,,ET,113851085,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061375,moneygram,AWASH INTERNATIONAL BANK SC - SHASHAMENE,,SHASHAMENE,,,ET,461114692,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061281,moneygram,AWASH INTERNATIONAL BANK SC - ADDIS ABAB,,ADDIS ABABA,,,ET,115572691,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061278,moneygram,AWASH INTERNATIONAL BANK SC - ADDIS AABA,,ADDIS AABABA,,,ET,115571190,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061317,moneygram,AWASH INTERNATIONAL BANK SC - SHEGGER -,,SHEGGER,,,ET,114713470,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061359,moneygram,AWASH INTERNATIONAL BANK SC - ADDIS ABAB,,ADDIS ABABA,,,ET,114552106,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061391,moneygram,AWASH INTERNATIONAL BANK SC - ADDIS ABAB,,ADDIS ABABA,,,ET,116685017,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061265,moneygram,AWASH INTERNATIONAL BANK SC - MOJO - BAK,,MOJO,,,ET,222365929,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061362,moneygram,AWASH INTERNATIONAL BANK SC - SHASHAMENE,,SHASHAMENE,,,ET,461106926,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
75061320,moneygram,AWASH INTERNATIONAL BANK SC - GEWANE - G,,GEWANE,,,ET,+251 22 117 0357,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71066743,moneygram,AWASH INTERNATIONAL BANK S.C. - FINOTESE,,AMHARA,,,ET,+251 91 837 0113,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71066798,moneygram,AWASH INTERNATIONAL BANK S.C. - NOLE KAB,,OROMIYA,,,ET,+251 92 182 2203,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71066785,moneygram,AWASH INTERNATIONAL BANK S.C. - DANGILA,,AMHARA,,,ET,+251 96 728 2711,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
41234880,moneygram,AWASH BANK - STADIUM,,ADDIS ABABA,,,ET,1156746,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
40236546,moneygram,AWASH BANK - BOLE,,ADDIS ABABA,,,ET,1614485,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
43928741,moneygram,AWASH BANK - A\KILO,,ADDIS ABABA,,,ET,+251 11 157 0335,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
44235129,moneygram,AWASH BANK - N\SILK,,ADDIS ABABA,,,ET,+251 11 442 0309,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
44234780,moneygram,AWASH BANK - LEGEHAR,,ADDIS ABABA,,,ET,+251 11 553 1948,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
44235132,moneygram,AWASH BANK - KOTEBE,,ADDIS ABABA,,,ET,+251 11 646 2812,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
44234926,moneygram,AWASH BANK - KOLFE,,ADDIS ABABA,,,ET,+251 11 275 7235,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
44331942,moneygram,AWASH BANK - G\SEFER,,ADDIS ABABA,,,ET,+251 11 465 3691,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
44331939,moneygram,AWASH BANK - MEGENAGNA,,ADDIS ABABA,,,ET,+251 11 551 1329,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
44954264,moneygram,AWASH BANK - WOLLEGA,,NEK'EMTE,,,ET,+251 57 661 3201,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65090042,moneygram,AWASH BANK - #DEMBELA - NUR SHOPPING CEN,,ADAMA,,,ET,2510221100621,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65090055,moneygram,AWASH BANK - #DILGEBE - DIL GEBEYA,,ADDIS ABABA,,,ET,+251 11 372 0819,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65090097,moneygram,AWASH BANK - #ARADAGI - ABABA MEDICAL CO,,ADDIS ABABA,,,ET,+251 11 155 6208,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65090110,moneygram,AWASH BANK - #LAFTO - LAFTO,,ADDIS ABABA,,,ET,+251 11 419 6489,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65090123,moneygram,AWASH BANK - #GERJI - GERJI,,ADDIS ABABA,,,ET,+251 11 647 6275,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65090152,moneygram,AWASH BANK - #GULELE - GULELE,,ADDIS ABABA,,,ET,+251 11 278 4926,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65090181,moneygram,AWASH BANK - #JAMMO - JAMMO,,ADDIS ABABA,,,ET,+251 11 348 4007,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345603,moneygram,AWASH BANK - GURD SHOLA,,ADDIS ABABA,,,ET,+251 11 662 0203,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345632,moneygram,AWASH BANK - MEHAL ARADA,,ADDIS ABABA,,,ET,+251 11 111 9226,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345645,moneygram,AWASH BANK - 22 MAZORIA,,ADDIS ABABA,,,ET,+251 11 662 4668,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345658,moneygram,AWASH BANK - AFRICA ANDINET,,ADDIS ABABA,,,ET,2851113720336,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345771,moneygram,AWASH BANK - KASANCHIS,,ADDIS ABABA,,,ET,+251 11 552 0994,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345810,moneygram,AWASH BANK - ADDIS KETEMA,,ADDIS ABABA,,,ET,+251 11 275 8358,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345849,moneygram,AWASH BANK - SIDAMO TERA,,ADDIS ABABA,,,ET,+251 11 278 4118,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345881,moneygram,AWASH BANK - BAHIR DAR,,BAHIR DAR,,,ET,+251 58 220 1026,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345894,moneygram,AWASH BANK - ASSELA,,ARISSA,,,ET,25123312875,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345917,moneygram,AWASH BANK - URAEL,,ADDIS ABABA,,,ET,+251 11 662 0203,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65345551,moneygram,AWASH BANK - TEMENJA YAZI,,ADDIS ABABA,,,ET,+251 11 651 3049,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
65858116,moneygram,AWASH BANK - HEAD OFFICE,,ADDIS ABABA,,,ET,+251 11 662 6386,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
66398523,moneygram,AWASH BANK - WOLAITA - WOLAITA SODO,,WOLAITA,,,ET,+251 46 551 2424,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
66398581,moneygram,AWASH BANK - DESSE - DESSE BRANCH,,DESSE,,,ET,+251 33 111 2839,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
66585035,moneygram,AWASH BANK - ADDIS ABABA - AWASH TOWER,,ADDIS ABABA,,,ET,115570107,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
66733544,moneygram,AWASH BANK - ADDIS ABABA - ABRAR BUILDIN,,ADDIS ABABA,,,ET,+251 11 338 4101,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
66733573,moneygram,AWASH BANK - AGARO - AZIZ CAF,,AGARO,,,ET,+251 47 221 1746,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67083727,moneygram,AWASH BANK - MEGA PRINTING,,ADDIS ABABA,,,ET,115570532,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67083798,moneygram,AWASH BANK - JFK BUILDING,,ADDIS ABABA,,,ET,+251 11 467 4565,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67083866,moneygram,AWASH BANK - KAZANCHIS BUSINESS CENTER,,ADDIS ABABA,,,ET,118959957,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67084085,moneygram,AWASH BANK - CINIMA EMPIRE,,ADDIS ABABA,,,ET,+251 11 111 2470,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
71214401,moneygram,AWASH INTERNATIONAL BANK S.C. - AMHARA -,,AMHARA,,,ET,+251 33 336 1410,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214414,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115628818,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214427,moneygram,AWASH INTERNATIONAL BANK S.C. - OROMIYA,,OROMIYA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214430,moneygram,AWASH INTERNATIONAL BANK S.C. - GAMBELA,,GAMBELA,,,ET,199110636,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214469,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,+251 91 115 5410,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214508,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,+251 91 963 8827,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214524,moneygram,AWASH INTERNATIONAL BANK S.C. - OROMIYA,,OROMIYA,,,ET,+251 91 110 9171,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214511,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,+251 91 182 0988,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71214443,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115303111,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
67745780,moneygram,AWASH BANK - MAZIORIA AKABABI,,METU,,,ET,+251 47 441 2667,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67745793,moneygram,AWASH BANK - PIAZZA,,ADDIS ABABA,,,ET,+251 11 155 8938,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67745803,moneygram,AWASH BANK - AWTOBUS TERA,,ADDIS ABABA,,,ET,+251 11 276 0343,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67952913,moneygram,AWASH BANK - MAZORIA 18,,ADDIS ABABA,,,ET,+251 11 279 1444,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67952942,moneygram,AWASH BANK - KARA ROAD,,ADDIS ABABA,,,ET,+251 11 667 0260,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
67953006,moneygram,AWASH BANK - SIGNAL AKABABI,,ADDIS ABABA,,,ET,116672011,,Mo-Sa 08:00-20:00; Su 08:00-17:00,MoneyGram,Q1944412
68026437,moneygram,AWASH BANK - YERER BER HOTEL,,DUKEM,,,ET,+251 11 432 0521,,Mo-Sa 08:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
71864657,moneygram,AWASH INTERNATIONAL BANK S.C. - ABA SENA,,ABA SENA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864628,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864631,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864770,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864783,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864819,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864835,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71865009,moneygram,AWASH INTERNATIONAL BANK S.C. - ADDIS AB,,ADDIS ABABA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864712,moneygram,AWASH INTERNATIONAL BANK S.C. - BICHENA,,BICHENA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864822,moneygram,AWASH INTERNATIONAL BANK S.C. - BOKE - B,,BOKE,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864929,moneygram,AWASH INTERNATIONAL BANK S.C. - BUNBUA W,,BUNBUA WUHA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864699,moneygram,AWASH INTERNATIONAL BANK S.C. - DEDER -,,DEDER,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864738,moneygram,AWASH INTERNATIONAL BANK S.C. - GOBESSA,,GOBESSA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864796,moneygram,AWASH INTERNATIONAL BANK S.C. - JEREN -,,JEREN,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864877,moneygram,AWASH INTERNATIONAL BANK S.C. - MELKA SH,,MELKA SHENO,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864673,moneygram,AWASH INTERNATIONAL BANK S.C. - MER'AWI,,MER'AWI,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864945,moneygram,AWASH INTERNATIONAL BANK S.C. - SEK'OT'A,,SEK'OT'A,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864990,moneygram,AWASH INTERNATIONAL BANK S.C. - SHENEN G,,SHENEN GIBE,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864864,moneygram,AWASH INTERNATIONAL BANK S.C. - SIRBU SI,,SIRBU SIRE,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864741,moneygram,AWASH INTERNATIONAL BANK S.C. - TOSSA -,,TOSSA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864709,moneygram,AWASH INTERNATIONAL BANK S.C. - WONDO BA,,WONDO BASHA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864686,moneygram,AWASH INTERNATIONAL BANK S.C. - WORETA -,,WORETA,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
71864961,moneygram,AWASH INTERNATIONAL BANK S.C. - YAYO - Y,,YAYO,,,ET,115570140,,Mo-Sa 08:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
